id_usuario,nome,idade,cep,data_de_nascimento,renda,bairro,cidade
5316,Lara Farias,40,05301-414,1984-09-03,9822.1,Pinheiros,São Paulo
5317,Davi Miguel Casa Grande,44,05586-401,1980-10-09,2832.29,Centro,São Paulo
5318,Josué Costela,62,03454-459,1963-02-14,8404.17,Boa Vista,São Paulo
5319,Dr. Théo Pimenta,23,01355-845,2001-07-21,10303.8,Vila Nova Conceição,São Paulo
5320,Sr. Benjamin Sampaio,44,01964-704,1980-09-13,2629.95,Boa Vista,São Paulo
5321,Maria Helena Santos,41,03928-309,1984-02-23,14477.31,Itaim Bibi,São Paulo
5322,Kevin Fernandes,36,02369-762,1988-06-20,11060.74,Santana,São Paulo
5323,Benjamin Vargas,43,03953-426,1981-10-24,2287.82,Santana,São Paulo
5324,Dra. Ana da Conceição,33,02940-538,1991-12-12,1553.5,Bela Vista,São Paulo
5325,Larissa Fogaça,27,03252-523,1997-10-13,2059.31,Pinheiros,São Paulo
5326,Stephany Brito,66,03350-308,1958-07-05,1644.55,Santana,São Paulo
5327,Yuri Farias,32,01487-753,1993-01-23,11246.1,Jardim América,São Paulo
5328,Sr. Luigi da Mota,61,01447-135,1963-10-21,2687.04,Pinheiros,São Paulo
5329,Ryan Pinto,57,05722-194,1968-01-15,2328.89,Santana,São Paulo
5330,Luiz Felipe Cavalcanti,22,02412-167,2002-07-22,12240.95,Boa Vista,São Paulo
5331,José Viana,63,01087-666,1961-11-19,11342.17,Pinheiros,São Paulo
5332,Sra. Evelyn Abreu,30,04060-765,1995-03-24,11118.9,Boa Vista,São Paulo
5333,Cauã Farias,21,03931-358,2003-11-27,2276.33,Itaim Bibi,São Paulo
5334,Nina Silva,39,02534-845,1985-06-02,13226.48,Itaim Bibi,São Paulo
5335,Pedro Lucas Alves,43,01590-752,1982-04-12,10685.68,Centro,São Paulo
5336,Ana Julia Pimenta,49,05575-642,1976-04-17,1451.03,Santana,São Paulo
5337,Julia Rios,20,03523-477,2004-08-07,10345.25,Santana,São Paulo
5338,José Pedro Dias,57,05302-709,1967-11-19,2280.41,Santana,São Paulo
5339,Pedro Lucas Leão,40,04148-600,1985-02-11,10379.21,Boa Vista,São Paulo
5340,Sr. Levi Vargas,42,03950-953,1982-12-31,1868.96,Santana,São Paulo
5341,Antonella Mendonça,30,02209-533,1994-07-10,1819.66,Vila Nova Conceição,São Paulo
5342,Enrico Brito,57,04085-600,1968-02-15,15716.72,Jardim América,São Paulo
5343,Larissa Marques,51,02638-947,1974-04-02,2522.46,Itaim Bibi,São Paulo
5344,Rodrigo Barbosa,44,01437-708,1981-01-01,10733.93,Itaim Bibi,São Paulo
5345,Cecília Duarte,55,05564-600,1969-09-13,9726.03,Mooca,São Paulo
5346,Raquel Almeida,42,04081-758,1983-04-18,2213.56,Bela Vista,São Paulo
5347,Yago Pires,37,04960-702,1987-09-15,9564.43,Bela Vista,São Paulo
5348,Heloisa Rodrigues,49,05744-668,1975-10-26,11174.02,Boa Vista,São Paulo
5349,Dra. Julia Almeida,42,02017-416,1983-02-21,2022.4,Bela Vista,São Paulo
5350,Cauê Carvalho,46,03578-309,1978-11-22,12675.88,Bela Vista,São Paulo
5351,Ana Sophia Albuquerque,68,05411-998,1956-10-15,2098.66,Mooca,São Paulo
5352,Miguel Cardoso,20,05379-426,2004-12-29,2471.29,Mooca,São Paulo
5353,Sra. Allana Carvalho,52,04065-313,1973-04-22,1434.7,Santana,São Paulo
5354,Alexia Borges,26,01251-027,1999-03-30,14235.88,Bela Vista,São Paulo
5355,Luiz Otávio Aragão,46,05187-172,1978-12-08,9877.13,Pinheiros,São Paulo
5356,Isadora Novaes,20,02921-463,2004-06-04,3573.97,Centro,São Paulo
5357,Fernando Pereira,54,03325-633,1970-06-05,11617.25,Vila Nova Conceição,São Paulo
5358,Luiz Felipe Viana,34,04114-106,1990-12-19,13395.82,Liberdade,São Paulo
5359,Lunna Dias,50,02430-038,1974-08-01,9424.37,Vila Nova Conceição,São Paulo
5360,Bella Santos,50,03517-691,1975-02-01,16597.86,Centro,São Paulo
5361,Gustavo Henrique Vasconcelos,36,03285-492,1988-12-23,2307.62,Bela Vista,São Paulo
5362,Isis Pacheco,29,01494-300,1995-12-13,12165.98,Pinheiros,São Paulo
5363,Dra. Giovanna Cavalcante,40,01424-684,1984-08-02,8180.4,Jardim América,São Paulo
5364,Kevin Dias,25,03626-382,1999-11-11,2648.61,Liberdade,São Paulo
5365,Pietro Jesus,38,04532-938,1986-12-15,9666.41,Santana,São Paulo
5366,Ana Laura Aragão,39,05228-527,1985-12-12,2553.07,Pinheiros,São Paulo
5367,Isaac Peixoto,51,01804-044,1973-07-01,11113.76,Bela Vista,São Paulo
5368,Heitor da Paz,69,05929-011,1955-08-11,2349.21,Pinheiros,São Paulo
5369,Henry Gabriel Jesus,50,04716-683,1974-05-14,10685.16,Liberdade,São Paulo
5370,João Lima,65,02348-889,1959-10-28,3166.14,Bela Vista,São Paulo
5371,Daniela da Costa,19,03664-273,2005-12-21,1905.63,Boa Vista,São Paulo
5372,Lucca Barbosa,66,04524-686,1959-04-25,11941.95,Bela Vista,São Paulo
5373,Felipe Pacheco,25,04921-624,1999-09-16,2562.38,Vila Nova Conceição,São Paulo
5374,Natália Machado,64,02301-878,1960-08-28,11561.39,Mooca,São Paulo
5375,Sabrina Marques,33,05456-980,1992-01-27,12196.84,Liberdade,São Paulo
5376,Bernardo Cunha,54,05584-693,1970-12-18,16201.57,Jardim América,São Paulo
5377,Daniel Rios,37,03376-409,1988-03-31,2475.15,Centro,São Paulo
5378,Benjamim Vargas,42,01824-787,1983-01-24,2177.29,Centro,São Paulo
5379,José Miguel da Cunha,33,03677-120,1991-12-22,1868.65,Mooca,São Paulo
5380,Nicolas Rocha,60,03036-790,1964-09-29,2066.49,Jardim América,São Paulo
5381,Caleb Farias,49,04376-496,1975-10-04,9438.61,Bela Vista,São Paulo
5382,Bruno Souza,44,05130-985,1981-03-14,14489.9,Jardim América,São Paulo
5383,Dr. Bryan Rezende,57,01729-500,1967-06-09,2683.53,Jardim América,São Paulo
5384,Ana Beatriz Pastor,46,04366-413,1979-01-06,10494.61,Pinheiros,São Paulo
5385,Ana Pacheco,38,04353-787,1986-08-17,7324.5,Centro,São Paulo
5386,Thales Mendes,23,04836-078,2001-11-12,13603.33,Boa Vista,São Paulo
5387,Rodrigo Fogaça,32,04842-848,1993-03-16,1998.53,Mooca,São Paulo
5388,Laura Pacheco,57,03762-294,1968-01-04,2106.18,Bela Vista,São Paulo
5389,Davi Lucca Costela,49,02595-637,1975-10-15,11994.14,Itaim Bibi,São Paulo
5390,Matteo Nunes,19,04901-788,2006-02-05,2150.44,Mooca,São Paulo
5391,Antony da Paz,60,02056-795,1964-08-09,12407.09,Liberdade,São Paulo
5392,Maria Luísa Macedo,69,03990-677,1956-05-06,2171.39,Liberdade,São Paulo
5393,Cecilia Pastor,25,04392-448,1999-05-11,2943.02,Vila Nova Conceição,São Paulo
5394,Dra. Ana Ribeiro,58,05487-490,1966-09-12,2077.94,Boa Vista,São Paulo
5395,Lara Mendonça,35,03328-916,1989-08-16,10343.76,Liberdade,São Paulo
5396,Dr. Luiz Felipe Casa Grande,40,01833-874,1985-03-25,8021.24,Centro,São Paulo
5397,Sr. Luiz Gustavo Mendonça,60,03618-714,1964-12-12,13669.93,Liberdade,São Paulo
5398,Emanuella Rocha,36,03238-230,1988-11-27,2102.29,Mooca,São Paulo
5399,Ísis Camargo,33,04240-642,1992-02-03,2005.29,Itaim Bibi,São Paulo
5400,Vitor Hugo Correia,68,02242-716,1956-06-19,15176.62,Itaim Bibi,São Paulo
5401,Antônio Farias,19,01688-925,2005-08-26,2880.14,Jardim América,São Paulo
5402,Dr. Davi Lucas Nogueira,42,01458-522,1982-09-28,16224.62,Vila Nova Conceição,São Paulo
5403,Rafael Sales,45,01969-166,1979-11-19,12054.88,Bela Vista,São Paulo
5404,Gabriel Vieira,43,03611-151,1981-07-29,1830.33,Pinheiros,São Paulo
5405,Anthony Gabriel Sales,58,05895-848,1967-04-01,11995.11,Itaim Bibi,São Paulo
5406,Lunna Cunha,56,01207-019,1969-02-09,3115.63,Mooca,São Paulo
5407,Dra. Ayla Lima,44,05257-981,1981-03-21,13257.22,Bela Vista,São Paulo
5408,Ana Beatriz Fernandes,21,02531-387,2003-12-06,16325.75,Boa Vista,São Paulo
5409,Gael Martins,21,04300-243,2003-11-25,14948.09,Vila Nova Conceição,São Paulo
5410,Ryan Vieira,58,01628-850,1967-01-26,2435.3,Santana,São Paulo
5411,João Guilherme Fonseca,43,04409-981,1982-01-28,10585.75,Itaim Bibi,São Paulo
5412,Davi Luiz Silva,42,04245-361,1982-11-21,10614.66,Mooca,São Paulo
5413,Sabrina Campos,40,02503-557,1984-09-11,2953.06,Centro,São Paulo
5414,Lucas Pereira,45,01045-069,1979-12-06,14811.72,Santana,São Paulo
5415,Ravi Lucca Teixeira,20,03750-379,2004-12-18,11868.61,Itaim Bibi,São Paulo
5416,Pedro Henrique da Rocha,21,02659-963,2003-05-28,2133.13,Vila Nova Conceição,São Paulo
5417,Maria Eduarda Moura,51,01262-937,1973-10-05,9503.58,Itaim Bibi,São Paulo
5418,Cauã Lima,63,01671-127,1962-02-07,9362.74,Liberdade,São Paulo
5419,Arthur Miguel Vargas,30,02645-655,1994-06-27,2328.97,Boa Vista,São Paulo
5420,Dr. Davi Luiz Pires,32,04474-377,1992-06-30,2868.33,Itaim Bibi,São Paulo
5421,Yasmin da Cruz,53,03873-836,1972-04-08,2517.46,Vila Nova Conceição,São Paulo
5422,Ana Júlia Melo,59,05724-416,1966-04-18,12761.4,Centro,São Paulo
5423,Léo Cavalcanti,40,02442-482,1984-08-21,1722.17,Mooca,São Paulo
5424,Apollo Nascimento,45,05296-254,1979-11-09,9988.05,Liberdade,São Paulo
5425,Juliana Gonçalves,19,05958-200,2005-07-14,10993.62,Itaim Bibi,São Paulo
5426,Srta. Sophie Câmara,62,04292-980,1962-11-29,8090.04,Santana,São Paulo
5427,Manuela Castro,27,04087-072,1997-10-01,9246.29,Itaim Bibi,São Paulo
5428,Maria Sophia Dias,39,03689-292,1986-04-21,11984.11,Mooca,São Paulo
5429,Heitor Rocha,56,03352-315,1968-07-15,2396.22,Pinheiros,São Paulo
5430,Maria Liz Machado,27,02604-312,1998-03-27,13205.19,Boa Vista,São Paulo
5431,Caio Vasconcelos,22,05268-027,2002-06-16,3013.74,Itaim Bibi,São Paulo
5432,Yuri Azevedo,63,01413-947,1961-11-27,2347.22,Mooca,São Paulo
5433,Ana Beatriz Pereira,59,02002-878,1965-07-01,2777.86,Liberdade,São Paulo
5434,Zoe Cavalcante,30,02035-741,1994-08-22,12267.84,Mooca,São Paulo
5435,Cauê Cirino,64,02665-520,1960-09-04,2911.72,Boa Vista,São Paulo
5436,Maria Alice Vasconcelos,41,05198-545,1983-07-30,8695.75,Jardim América,São Paulo
5437,Guilherme Cassiano,65,03769-897,1959-09-04,10737.67,Itaim Bibi,São Paulo
5438,Joaquim Viana,33,05405-694,1991-05-11,11938.42,Pinheiros,São Paulo
5439,Eduardo Gonçalves,26,02533-062,1998-12-20,2279.03,Vila Nova Conceição,São Paulo
5440,Leonardo Gonçalves,43,03653-334,1981-08-02,2131.58,Santana,São Paulo
5441,Paulo Moraes,68,05240-649,1957-05-10,2225.73,Centro,São Paulo
5442,Arthur Vieira,47,03542-738,1977-08-24,1769.68,Liberdade,São Paulo
5443,Erick da Paz,51,04029-821,1973-07-02,3346.32,Vila Nova Conceição,São Paulo
5444,Josué Freitas,43,02751-753,1982-04-09,14283.65,Centro,São Paulo
5445,Amanda Sales,64,02619-154,1961-05-09,11885.35,Mooca,São Paulo
5446,Davi Lucas Almeida,26,03187-517,1998-09-01,8919.59,Santana,São Paulo
5447,Emilly Cardoso,60,01693-412,1964-09-05,1709.35,Mooca,São Paulo
5448,Srta. Antonella Moraes,34,04920-832,1990-09-26,2190.46,Bela Vista,São Paulo
5449,Mariana da Mata,54,04186-750,1970-10-17,9938.63,Bela Vista,São Paulo
5450,Hellena Vargas,35,04916-227,1990-03-27,3110.57,Liberdade,São Paulo
5451,Emanuel Lima,47,04346-893,1978-03-07,2220.63,Jardim América,São Paulo
5452,Igor Fonseca,30,04212-355,1994-06-05,9719.54,Centro,São Paulo
5453,Jade Macedo,70,04717-691,1954-06-20,12489.52,Itaim Bibi,São Paulo
5454,Luiz Fernando Rios,53,04944-393,1972-05-03,11872.94,Centro,São Paulo
5455,Luiz Felipe Carvalho,65,05601-085,1960-04-01,2417.07,Pinheiros,São Paulo
5456,Maria Fernanda Fogaça,41,05940-273,1984-01-08,19284.96,Mooca,São Paulo
5457,Otto Siqueira,70,04521-881,1955-02-10,11216.94,Centro,São Paulo
5458,Ana Lívia Pastor,41,05798-334,1983-12-25,2149.06,Bela Vista,São Paulo
5459,Gabrielly Porto,36,03832-317,1989-03-28,2314.73,Boa Vista,São Paulo
5460,João Andrade,18,05149-388,2007-04-25,2907.27,Itaim Bibi,São Paulo
5461,João Dias,19,03522-285,2006-01-23,3087.5,Santana,São Paulo
5462,Bruno da Rosa,29,02572-050,1995-11-29,12432.69,Jardim América,São Paulo
5463,Lavínia Costa,37,05426-943,1988-02-17,14725.07,Centro,São Paulo
5464,Camila Pereira,38,02826-494,1986-10-15,7640.49,Boa Vista,São Paulo
5465,Anthony Gabriel Lopes,28,02713-731,1996-06-14,2776.02,Bela Vista,São Paulo
5466,Srta. Manuella Fogaça,48,05655-191,1977-03-28,1900.95,Mooca,São Paulo
5467,Isabella Rezende,69,05949-024,1956-02-03,2717.31,Vila Nova Conceição,São Paulo
5468,Clarice Correia,45,03584-879,1980-04-01,11304.32,Itaim Bibi,São Paulo
5469,Maria Julia Sales,33,03167-106,1991-06-30,1593.07,Liberdade,São Paulo
5470,Ana Beatriz Pires,51,01751-576,1973-07-03,9570.66,Bela Vista,São Paulo
5471,Davi Lucas Barbosa,53,01258-926,1971-11-13,1828.35,Mooca,São Paulo
5472,Diego Brito,30,01723-223,1995-01-12,3066.45,Liberdade,São Paulo
5473,Pietro Rodrigues,28,01054-782,1996-10-11,2307.94,Vila Nova Conceição,São Paulo
5474,Thales Câmara,68,01845-336,1956-10-25,2245.05,Centro,São Paulo
5475,Maitê Casa Grande,31,04343-165,1994-01-07,11089.19,Bela Vista,São Paulo
5476,Dr. Pedro Henrique Martins,34,05295-276,1990-07-06,1821.68,Vila Nova Conceição,São Paulo
5477,Maria Cecília Souza,20,01677-084,2004-05-27,1946.36,Jardim América,São Paulo
5478,Pedro Lucas Oliveira,64,02695-340,1961-03-09,10199.39,Jardim América,São Paulo
5479,Bruna Ramos,48,02401-095,1976-06-22,2251.67,Bela Vista,São Paulo
5480,Caio Leão,62,03860-987,1963-03-14,1883.39,Boa Vista,São Paulo
5481,José Pedro Cunha,46,02783-075,1978-11-02,1609.36,Santana,São Paulo
5482,Maria Flor Casa Grande,27,04553-409,1997-10-08,2638.38,Vila Nova Conceição,São Paulo
5483,Luiz Miguel Leão,52,02908-802,1973-01-06,2442.74,Pinheiros,São Paulo
5484,Pietro Câmara,52,02083-571,1972-08-16,8922.95,Bela Vista,São Paulo
5485,Pedro Lucas Fonseca,37,05575-435,1987-07-20,11375.52,Itaim Bibi,São Paulo
5486,Lorena Campos,20,05910-741,2004-07-10,9294.93,Jardim América,São Paulo
5487,Enrico Rios,22,03633-498,2002-06-29,10480.76,Santana,São Paulo
5488,Antônio Andrade,59,05824-403,1965-08-11,13476.03,Centro,São Paulo
5489,Dom Almeida,23,04147-153,2001-10-15,11719.17,Centro,São Paulo
5490,Lunna Araújo,65,05994-685,1960-03-26,9416.18,Pinheiros,São Paulo
5491,Dr. João Porto,35,02127-151,1989-12-12,2074.5,Centro,São Paulo
5492,Luiz Otávio Sampaio,24,01437-994,2000-05-30,2319.89,Santana,São Paulo
5493,Dra. Yasmin Souza,55,03479-945,1969-10-06,2706.55,Pinheiros,São Paulo
5494,Calebe Souza,65,02441-129,1959-10-01,1496.24,Jardim América,São Paulo
5495,Luigi Rodrigues,41,04831-810,1983-08-11,12035.79,Vila Nova Conceição,São Paulo
5496,Leandro Duarte,58,03101-461,1966-07-27,8200.01,Mooca,São Paulo
5497,Maria Vitória Ferreira,63,02499-209,1962-04-09,2539.13,Centro,São Paulo
5498,Maria Flor da Mata,28,02899-733,1997-02-11,15062.59,Mooca,São Paulo
5499,Sr. Calebe Almeida,34,02219-793,1990-09-17,10983.12,Mooca,São Paulo
5500,Olívia Cassiano,23,04040-200,2001-06-29,1966.88,Centro,São Paulo
5501,Ana Luiza Cirino,67,04256-763,1958-01-13,2428.39,Itaim Bibi,São Paulo
5502,Camila Gomes,69,01309-971,1955-08-21,2406.62,Centro,São Paulo
5503,Luara Barros,55,04044-189,1969-08-30,12465.94,Bela Vista,São Paulo
5504,Ravy Lima,55,02860-155,1969-08-31,9147.28,Bela Vista,São Paulo
5505,Fernanda Abreu,57,02607-891,1967-06-25,12428.94,Boa Vista,São Paulo
5506,Gael Henrique Souza,51,04594-388,1973-06-25,2665.79,Jardim América,São Paulo
5507,Manuela Barros,54,03380-405,1971-04-25,9048.88,Centro,São Paulo
5508,Melissa Rezende,42,02696-095,1982-09-01,11827.91,Bela Vista,São Paulo
5509,Maria Fernanda Teixeira,43,01382-172,1982-04-03,13264.6,Santana,São Paulo
5510,Dante Vieira,18,05597-404,2006-11-13,10212.34,Santana,São Paulo
5511,Maria Luísa Melo,40,03125-989,1984-11-30,3040.05,Pinheiros,São Paulo
5512,Luan Guerra,54,03909-052,1971-03-14,2199.11,Centro,São Paulo
5513,Ana Lívia Monteiro,23,05823-313,2002-03-12,10992.95,Santana,São Paulo
5514,Isadora Casa Grande,39,04963-864,1985-07-06,2426.81,Centro,São Paulo
5515,Calebe Marques,37,04757-257,1987-12-12,1821.98,Centro,São Paulo
5516,Luiz Felipe Silveira,61,05501-987,1963-12-10,8368.4,Boa Vista,São Paulo
5517,Aylla da Conceição,39,03265-655,1986-03-10,2147.7,Itaim Bibi,São Paulo
5518,Marcos Vinicius Cassiano,69,01621-276,1955-11-16,17892.98,Boa Vista,São Paulo
5519,Lavínia Lopes,34,05632-563,1991-02-17,2552.63,Boa Vista,São Paulo
5520,Francisco da Mota,18,02528-660,2007-03-11,12795.11,Boa Vista,São Paulo
5521,Pedro Henrique Martins,61,04892-108,1963-10-11,18173.82,Santana,São Paulo
5522,Juliana Cavalcanti,63,04957-576,1961-11-13,15483.02,Santana,São Paulo
5523,Sra. Brenda Vargas,24,02770-483,2000-06-07,1892.0,Mooca,São Paulo
5524,Leonardo Cunha,18,03194-305,2006-10-10,11204.97,Itaim Bibi,São Paulo
5525,Luna da Mata,37,05406-275,1987-12-01,7530.64,Liberdade,São Paulo
5526,Pietro Vargas,29,04359-589,1995-08-06,14743.36,Pinheiros,São Paulo
5527,Pedro Henrique da Mata,52,01771-235,1972-08-19,8898.86,Jardim América,São Paulo
5528,Stephany Monteiro,21,03269-456,2003-06-27,2838.84,Mooca,São Paulo
5529,Benjamin Aparecida,70,03932-931,1954-06-21,2109.33,Bela Vista,São Paulo
5530,Larissa Peixoto,20,01311-397,2004-06-11,2454.13,Bela Vista,São Paulo
5531,Sra. Hadassa Guerra,45,02223-836,1979-12-18,2064.04,Jardim América,São Paulo
5532,Dr. Apollo Oliveira,49,01587-730,1976-03-30,2332.81,Centro,São Paulo
5533,Benício Camargo,54,01488-710,1970-11-10,8291.23,Santana,São Paulo
5534,Dra. Cecilia da Costa,46,05351-615,1978-06-28,1933.83,Pinheiros,São Paulo
5535,Ana Luiza Melo,43,05801-873,1981-08-14,1981.96,Boa Vista,São Paulo
5536,Heloisa Novais,45,02236-463,1980-03-18,2256.59,Pinheiros,São Paulo
5537,Dra. Emanuelly Azevedo,24,04569-870,2000-08-05,3300.17,Mooca,São Paulo
5538,Maria Flor Lima,67,04604-113,1958-01-24,2025.09,Bela Vista,São Paulo
5539,Ana Lívia Cunha,61,02633-583,1964-01-13,9383.71,Jardim América,São Paulo
5540,Dr. Luiz Miguel Campos,58,04043-923,1967-04-27,2582.84,Pinheiros,São Paulo
5541,Dr. Arthur Gabriel Melo,25,04144-178,1999-09-16,14352.68,Centro,São Paulo
5542,Luiz Gustavo Lopes,66,03288-295,1959-03-25,2685.51,Boa Vista,São Paulo
5543,Ayla Machado,26,02968-530,1999-04-23,8855.14,Vila Nova Conceição,São Paulo
5544,Antonella Lima,52,04095-445,1972-09-02,11369.6,Liberdade,São Paulo
5545,Dra. Maria Liz Viana,49,03131-388,1975-11-19,2549.71,Liberdade,São Paulo
5546,Milena Pinto,47,01600-256,1977-07-31,12336.22,Jardim América,São Paulo
5547,Enzo Gabriel Marques,28,04185-102,1996-12-18,1876.38,Mooca,São Paulo
5548,Alexia Melo,29,02552-563,1996-04-01,16533.43,Centro,São Paulo
5549,Marcelo Teixeira,66,01051-628,1959-05-10,15886.78,Jardim América,São Paulo
5550,Arthur Gabriel Carvalho,52,04367-594,1972-09-19,11339.58,Pinheiros,São Paulo
5551,Ana Liz da Conceição,33,01231-375,1992-01-07,9642.07,Boa Vista,São Paulo
5552,Luiz Fernando Cirino,49,04427-091,1975-11-14,12030.49,Santana,São Paulo
5553,Luiz Gustavo Ramos,42,02545-227,1983-02-26,2174.34,Centro,São Paulo
5554,Maria Vitória Caldeira,63,01736-742,1962-02-17,12422.97,Jardim América,São Paulo
5555,Augusto Araújo,48,04779-628,1976-08-10,2140.36,Liberdade,São Paulo
5556,Letícia Correia,36,02157-255,1989-01-31,1961.96,Bela Vista,São Paulo
5557,Rafael Pereira,66,01534-197,1958-12-17,12820.77,Pinheiros,São Paulo
5558,Yuri Monteiro,68,01547-918,1957-04-03,15112.52,Boa Vista,São Paulo
5559,Davi Luiz Gonçalves,68,02640-270,1957-03-06,10496.36,Mooca,São Paulo
5560,Ana Júlia Silva,47,04881-815,1978-05-03,7684.61,Vila Nova Conceição,São Paulo
5561,Dr. João Pedro Gomes,28,03082-347,1996-10-15,1979.73,Jardim América,São Paulo
5562,Raquel Albuquerque,26,03323-860,1998-07-19,2154.22,Jardim América,São Paulo
5563,Catarina Marques,18,04121-545,2006-09-20,2676.99,Liberdade,São Paulo
5564,Thiago Castro,31,02708-423,1993-11-20,10036.16,Itaim Bibi,São Paulo
5565,Daniel Sampaio,42,04940-117,1982-08-17,12322.56,Itaim Bibi,São Paulo
5566,Paulo Carvalho,29,01250-271,1996-03-18,2299.61,Mooca,São Paulo
5567,Vicente Correia,64,02698-839,1960-12-17,2360.18,Bela Vista,São Paulo
5568,Melissa Cavalcante,34,02255-952,1990-07-12,7474.01,Itaim Bibi,São Paulo
5569,Dr. Caleb Rios,34,01802-215,1990-07-20,1931.13,Boa Vista,São Paulo
5570,Lorena Cirino,25,01623-215,1999-10-23,11366.7,Itaim Bibi,São Paulo
5571,Bruno Porto,65,04404-937,1959-08-10,11489.4,Itaim Bibi,São Paulo
5572,Sr. Leandro Duarte,65,04905-182,1959-08-19,14303.57,Santana,São Paulo
5573,Dr. Pietro Marques,19,03690-174,2006-04-29,9585.4,Bela Vista,São Paulo
5574,Rafael Nascimento,56,04276-255,1968-09-17,9682.23,Santana,São Paulo
5575,Luna Pinto,61,01401-061,1964-02-20,11974.36,Mooca,São Paulo
5576,Bella Moura,52,05770-007,1972-12-29,2177.57,Itaim Bibi,São Paulo
5577,Dante Cassiano,45,01613-202,1979-07-01,10469.83,Centro,São Paulo
5578,Maria Julia Aragão,70,03332-693,1955-01-07,8568.45,Bela Vista,São Paulo
5579,Sarah Cardoso,57,02668-098,1967-10-17,2188.24,Mooca,São Paulo
5580,Ana Júlia Novaes,55,03679-996,1969-07-25,2775.6,Centro,São Paulo
5581,Sophie Machado,56,01472-251,1969-03-18,2578.51,Mooca,São Paulo
5582,Léo Fonseca,38,01585-381,1986-06-24,2590.05,Santana,São Paulo
5583,Léo Gomes,41,04790-814,1983-08-03,2040.58,Santana,São Paulo
5584,Lucas Gabriel Cavalcante,67,02847-231,1957-06-16,12409.88,Bela Vista,São Paulo
5585,Arthur Miguel da Rocha,24,04044-225,2000-08-06,1822.69,Bela Vista,São Paulo
5586,Davi Lucca Caldeira,23,03968-662,2002-04-25,10923.42,Santana,São Paulo
5587,Olivia Monteiro,18,04371-567,2006-08-17,13452.69,Centro,São Paulo
5588,Mariana Silveira,47,01551-676,1978-04-16,9211.65,Centro,São Paulo
5589,Lorena Rocha,33,01634-813,1991-05-14,2735.56,Jardim América,São Paulo
5590,Hadassa Ferreira,39,03876-275,1986-04-18,14202.59,Vila Nova Conceição,São Paulo
5591,Marcela Cavalcanti,29,03518-584,1996-04-01,3411.08,Liberdade,São Paulo
5592,Allana Andrade,51,05307-378,1974-04-13,2582.0,Bela Vista,São Paulo
5593,Marcos Vinicius das Neves,68,04590-394,1957-01-28,2430.7,Pinheiros,São Paulo
5594,Sr. Lucas Gabriel Azevedo,21,05230-897,2003-11-27,12655.58,Boa Vista,São Paulo
5595,Sr. Cauã Ramos,45,03082-545,1980-01-23,12541.54,Itaim Bibi,São Paulo
5596,Pedro Correia,65,01459-821,1960-03-08,1999.81,Liberdade,São Paulo
5597,Noah Lopes,45,05520-090,1980-01-10,1782.67,Mooca,São Paulo
5598,Sra. Heloísa da Luz,36,02582-267,1988-05-23,1901.57,Bela Vista,São Paulo
5599,Nathan da Mata,33,02647-718,1991-06-02,12410.76,Vila Nova Conceição,São Paulo
5600,Luísa Gomes,41,02277-290,1983-12-15,15082.79,Boa Vista,São Paulo
5601,Diego Novais,24,03616-035,2001-03-28,1505.58,Santana,São Paulo
5602,Vitor Gabriel Aragão,46,02105-636,1979-04-03,1918.63,Centro,São Paulo
5603,Thomas Souza,67,01791-908,1957-09-27,1952.67,Mooca,São Paulo
5604,Sr. Francisco Martins,26,02595-118,1999-03-03,2252.56,Mooca,São Paulo
5605,Sra. Cecilia Camargo,40,04635-186,1985-02-07,1457.95,Santana,São Paulo
5606,Maria Julia Rodrigues,63,04125-034,1961-05-22,12816.35,Centro,São Paulo
5607,Levi Ribeiro,65,05192-200,1959-11-02,2431.14,Centro,São Paulo
5608,Maysa Pastor,43,02846-205,1981-09-06,11437.91,Pinheiros,São Paulo
5609,Rhavi Correia,69,02606-644,1955-09-21,2158.67,Mooca,São Paulo
5610,Lara Sá,66,04510-980,1959-03-30,2384.7,Boa Vista,São Paulo
5611,Luiz Henrique Sales,31,05713-858,1994-04-28,2028.82,Jardim América,São Paulo
5612,Heloísa Ribeiro,63,03383-008,1962-02-21,1977.39,Bela Vista,São Paulo
5613,Sra. Eduarda Moura,59,02896-299,1965-08-24,2154.39,Itaim Bibi,São Paulo
5614,João Vitor Aparecida,51,02949-585,1974-03-16,9700.48,Pinheiros,São Paulo
5615,Ryan Nunes,52,01900-514,1972-05-27,15704.48,Liberdade,São Paulo
5616,Benicio Andrade,22,03486-686,2002-12-28,13209.73,Boa Vista,São Paulo
5617,Valentim Gomes,54,03040-959,1970-08-30,15322.52,Jardim América,São Paulo
5618,Dra. Olivia Gonçalves,20,02559-247,2004-06-01,15624.02,Mooca,São Paulo
5619,Stephany Borges,36,02353-486,1988-07-10,2575.36,Santana,São Paulo
5620,Lorena Pereira,61,03415-901,1964-04-04,13100.3,Centro,São Paulo
5621,João Cavalcante,20,01127-054,2004-09-04,8075.37,Boa Vista,São Paulo
5622,Gabrielly da Rocha,35,03742-351,1989-06-17,2093.06,Centro,São Paulo
5623,Srta. Lorena Mendonça,39,04542-428,1986-01-02,2306.36,Bela Vista,São Paulo
5624,Yasmin da Costa,18,03480-920,2007-04-26,1884.4,Itaim Bibi,São Paulo
5625,Levi Rios,33,03586-136,1991-10-26,11903.1,Centro,São Paulo
